invoice_line_no,date,store_id,item_id,sale_bottles,sale_liters,sale_dollars,state_bottle_cost,state_bottle_retail,cogs,gross_margin,margin_pct,is_return,has_cost
INV-203366,2026-07-05,3385,11788,9,15.75,131.67,9.75,14.63,87.75,43.91999999999999,0.3335611756664388,False,True
INV-203367,2026-05-13,2501,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203368,2026-03-31,2501,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-203369,2026-04-27,2648,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203370,2026-04-14,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203371,2026-02-07,2501,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-203372,2026-07-03,5102,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203373,2026-04-25,3385,26827,6,4.5,112.5,12.5,18.75,75.0,37.5,0.3333333333333333,False,True
INV-203374,2026-02-03,5102,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203375,2026-03-15,2648,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203376,2026-05-31,3385,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203377,2026-05-10,3385,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-203378,2026-03-22,3385,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-203379,2026-06-13,2633,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-203380,2026-02-07,2190,36308,9,9.0,60.75,4.5,6.75,40.5,20.25,0.3333333333333333,False,True
INV-203381,2026-07-24,2633,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-203382,2026-03-05,2633,26827,9,6.75,168.75,12.5,18.75,112.5,56.25,0.3333333333333333,False,True
INV-203383,2026-05-31,2648,35918,5,8.75,67.45,8.99,13.49,44.95,22.5,0.3335804299481097,False,True
INV-203384,2026-05-12,4829,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-203385,2026-06-24,2190,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203386,2026-07-14,2648,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-203387,2026-07-27,2633,36308,6,6.0,40.5,4.5,6.75,27.0,13.5,0.3333333333333333,False,True
INV-203388,2026-01-30,2633,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-203389,2026-04-12,2501,36308,6,6.0,40.5,4.5,6.75,27.0,13.5,0.3333333333333333,False,True
INV-203390,2026-07-07,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203391,2026-05-06,2501,77779,5,1.88,60.5,11.0,12.1,55.0,5.5,0.09090909090909091,False,True
INV-203392,2026-05-15,2648,36308,19,19.0,128.25,4.5,6.75,85.5,42.75,0.3333333333333333,False,True
INV-203393,2026-04-18,2633,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203394,2026-05-17,4829,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203395,2026-07-28,2501,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-203396,2026-07-11,3385,26827,9,6.75,168.75,12.5,18.75,112.5,56.25,0.3333333333333333,False,True
INV-203397,2026-01-31,5102,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-203398,2026-05-19,2190,36308,4,4.0,27.0,4.5,6.75,18.0,9.0,0.3333333333333333,False,True
INV-203399,2026-07-28,2633,11788,6,10.5,87.78,9.75,14.63,58.5,29.28,0.33356117566643884,False,True
INV-203400,2026-05-26,2190,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203401,2026-03-11,2501,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-203402,2026-03-28,3385,19067,5,3.75,134.95,17.99,26.99,89.94999999999999,45.0,0.33345683586513525,False,True
INV-203403,2026-03-07,5102,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-203404,2026-03-27,3385,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203405,2026-04-18,2501,64866,9,6.75,337.41,24.99,37.49,224.91,112.50000000000003,0.3334222459322487,False,True
INV-203406,2026-05-22,4829,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203407,2026-03-09,2501,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-203408,2026-02-27,2501,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-203409,2026-03-18,2190,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-203410,2026-04-28,4829,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203411,2026-04-26,4829,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-203412,2026-04-04,5102,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-203413,2026-07-14,2190,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203414,2026-04-09,4829,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-203415,2026-06-21,2501,19067,9,6.75,242.91,17.99,26.99,161.91,81.0,0.33345683586513525,False,True
INV-203416,2026-02-14,3385,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-203417,2026-03-05,2648,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-203418,2026-05-03,5102,36308,5,5.0,33.75,4.5,6.75,22.5,11.25,0.3333333333333333,False,True
INV-203419,2026-03-07,2648,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203420,2026-04-06,4829,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-203421,2026-03-23,5102,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-203422,2026-04-05,2648,35918,1,1.75,13.49,,13.49,,,,False,False
INV-203423,2026-03-15,2633,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-203424,2026-05-12,4829,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-203425,2026-06-02,2501,43336,7,5.25,86.66,8.25,12.38,57.75,28.909999999999997,0.33360258481421645,False,True
INV-203426,2026-06-03,2648,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203427,2026-04-03,2648,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-203428,2026-05-29,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203429,2026-06-15,2501,11788,12,21.0,175.56,9.75,14.63,117.0,58.56,0.33356117566643884,False,True
INV-203430,2026-05-02,2648,19067,7,5.25,188.93,17.99,26.99,125.92999999999999,63.000000000000014,0.3334568358651353,False,True
INV-203431,2026-06-14,5102,36308,1,1.0,6.75,,6.75,,,,False,False
INV-203432,2026-07-18,2633,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203433,2026-03-09,5102,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203434,2026-05-30,3385,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-203435,2026-05-10,2501,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-203436,2026-04-17,5102,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-203437,2026-03-19,2648,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-203438,2026-06-18,2190,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-203439,2026-05-30,2501,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-203440,2026-03-12,2501,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203441,2026-06-14,4829,19067,15,11.25,404.85,17.99,26.99,269.84999999999997,135.00000000000006,0.33345683586513536,False,True
INV-203442,2026-01-30,2190,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-203443,2026-05-11,2648,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-203444,2026-03-10,5102,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203445,2026-06-20,2648,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-203446,2026-06-05,3385,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203447,2026-07-15,2190,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203448,2026-05-24,4829,19067,5,3.75,134.95,17.99,26.99,89.94999999999999,45.0,0.33345683586513525,False,True
INV-203449,2026-05-20,4829,43336,5,3.75,61.9,8.25,12.38,41.25,20.65,0.33360258481421645,False,True
INV-203450,2026-07-21,4829,77779,5,1.88,60.5,11.0,12.1,55.0,5.5,0.09090909090909091,False,True
INV-203451,2026-03-16,3385,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-203452,2026-07-13,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203453,2026-01-31,2501,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-203454,2026-05-11,2633,36308,3,3.0,20.25,4.5,6.75,13.5,6.75,0.3333333333333333,False,True
INV-203455,2026-02-18,5102,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-203456,2026-04-18,3385,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-203457,2026-03-06,2501,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-203458,2026-02-11,3385,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-203459,2026-04-01,2190,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-203460,2026-04-17,2648,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203461,2026-03-07,2190,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203462,2026-02-06,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203463,2026-02-06,2190,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-203464,2026-05-01,2190,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-203465,2026-02-13,2501,77779,7,2.62,84.7,11.0,12.1,77.0,7.700000000000003,0.09090909090909094,False,True
INV-203466,2026-05-24,4829,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-203467,2026-05-11,5102,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-203468,2026-06-22,5102,64866,9,6.75,337.41,24.99,37.49,224.91,112.50000000000003,0.3334222459322487,False,True
INV-203469,2026-03-01,2190,43336,20,15.0,247.6,8.25,12.38,165.0,82.6,0.33360258481421645,False,True
INV-203470,2026-03-13,2501,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203471,2026-03-05,5102,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-203472,2026-06-13,2190,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-203473,2026-03-22,2190,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-203474,2026-03-17,4829,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-203475,2026-06-04,4829,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-203476,2026-05-02,2648,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203477,2026-01-31,2648,43336,5,3.75,61.9,,12.38,,,,False,False
INV-203478,2026-06-07,2648,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-203479,2026-05-11,4829,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-203480,2026-07-03,2501,11788,6,10.5,87.78,9.75,14.63,58.5,29.28,0.33356117566643884,False,True
INV-203481,2026-02-05,5102,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-203482,2026-03-11,2501,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-203483,2026-05-23,2190,77779,8,3.0,96.8,11.0,12.1,88.0,8.799999999999997,0.09090909090909088,False,True
INV-203484,2026-06-04,2190,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-203485,2026-07-02,2190,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203486,2026-03-26,2501,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203487,2026-04-15,4829,35918,7,12.25,94.43,8.99,13.49,62.93,31.500000000000007,0.33358042994810977,False,True
INV-203488,2026-04-23,2648,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-203489,2026-06-12,4829,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-203490,2026-07-07,5102,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-203491,2026-02-14,5102,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-203492,2026-05-20,2190,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-203493,2026-05-31,5102,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-203494,2026-07-24,2633,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-203495,2026-05-26,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203496,2026-04-14,5102,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203497,2026-07-28,2501,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203498,2026-05-02,3385,26827,10,7.5,187.5,12.5,18.75,125.0,62.5,0.3333333333333333,False,True
INV-203499,2026-03-13,2633,64866,-4,-3.0,-149.96,24.99,37.49,-99.96,-50.000000000000014,0.3334222459322487,True,True
INV-203500,2026-06-03,2190,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-203501,2026-07-16,2190,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203502,2026-05-10,4829,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-203503,2026-06-11,2501,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-203504,2026-04-28,2633,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-203505,2026-06-06,5102,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-203506,2026-05-22,2648,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203507,2026-06-11,3385,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-203508,2026-03-31,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203509,2026-05-26,2648,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203510,2026-02-23,3385,11788,12,21.0,175.56,9.75,14.63,117.0,58.56,0.33356117566643884,False,True
INV-203511,2026-02-21,2190,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-203512,2026-06-03,5102,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-203513,2026-06-23,5102,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-203514,2026-07-17,2633,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-203515,2026-03-04,2190,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-203516,2026-04-20,2633,35918,7,12.25,94.43,8.99,13.49,62.93,31.500000000000007,0.33358042994810977,False,True
INV-203517,2026-02-26,4829,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-203518,2026-03-08,2190,11788,8,14.0,117.04,9.75,14.63,78.0,39.040000000000006,0.33356117566643884,False,True
INV-203519,2026-07-07,2633,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-203520,2026-02-13,2648,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-203521,2026-02-28,5102,36308,9,9.0,60.75,4.5,6.75,40.5,20.25,0.3333333333333333,False,True
INV-203522,2026-07-10,2501,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-203523,2026-02-23,3385,11788,6,10.5,87.78,9.75,14.63,58.5,29.28,0.33356117566643884,False,True
INV-203524,2026-06-23,4829,64866,7,5.25,262.43,24.99,37.49,174.92999999999998,87.50000000000003,0.3334222459322487,False,True
INV-203525,2026-04-28,4829,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-203526,2026-05-13,5102,11788,5,8.75,73.15,9.75,14.63,48.75,24.400000000000006,0.3335611756664389,False,True
INV-203527,2026-07-19,5102,64866,14,10.5,524.86,24.99,37.49,349.85999999999996,175.00000000000006,0.3334222459322487,False,True
INV-203528,2026-03-25,4829,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203529,2026-07-09,2190,11788,1,1.75,14.63,,14.63,,,,False,False
INV-203530,2026-04-02,2633,43336,7,5.25,86.66,8.25,12.38,57.75,28.909999999999997,0.33360258481421645,False,True
INV-203531,2026-02-25,2190,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-203532,2026-06-18,5102,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-203533,2026-02-12,2501,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203534,2026-02-14,2648,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-203535,2026-04-12,2501,43336,10,7.5,123.8,8.25,12.38,82.5,41.3,0.33360258481421645,False,True
INV-203536,2026-07-16,3385,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203537,2026-04-22,3385,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-203538,2026-03-18,5102,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-203539,2026-05-07,5102,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-203540,2026-06-07,5102,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203541,2026-03-15,2501,36308,6,6.0,40.5,4.5,6.75,27.0,13.5,0.3333333333333333,False,True
INV-203542,2026-06-29,5102,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-203543,2026-03-07,3385,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203544,2026-02-01,2501,77779,7,2.62,84.7,11.0,12.1,77.0,7.700000000000003,0.09090909090909094,False,True
INV-203545,2026-02-04,2501,26827,16,12.0,300.0,12.5,18.75,200.0,100.0,0.3333333333333333,False,True
INV-203546,2026-06-06,2190,26827,13,9.75,243.75,12.5,18.75,162.5,81.25,0.3333333333333333,False,True
INV-203547,2026-05-28,5102,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-203548,2026-04-17,2190,43336,6,4.5,74.28,8.25,12.38,49.5,24.78,0.3336025848142165,False,True
INV-203549,2026-04-08,4829,64866,10,7.5,374.9,24.99,37.49,249.89999999999998,125.0,0.3334222459322486,False,True
INV-203550,2026-03-08,2633,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203551,2026-02-15,5102,36308,15,15.0,101.25,4.5,6.75,67.5,33.75,0.3333333333333333,False,True
INV-203552,2026-06-11,3385,43336,6,4.5,74.28,,12.38,,,,False,False
INV-203553,2026-05-30,4829,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-203554,2026-03-07,4829,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-203555,2026-03-07,2190,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203556,2026-05-16,2633,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-203557,2026-07-09,2648,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-203558,2026-04-22,2633,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-203559,2026-02-01,2501,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-203560,2026-05-08,2648,43336,5,3.75,61.9,8.25,12.38,41.25,20.65,0.33360258481421645,False,True
INV-203561,2026-02-02,2633,11788,18,31.5,263.34,9.75,14.63,175.5,87.83999999999997,0.3335611756664388,False,True
INV-203562,2026-05-14,4829,26827,6,4.5,112.5,12.5,18.75,75.0,37.5,0.3333333333333333,False,True
INV-203563,2026-02-16,4829,35918,2,3.5,26.98,,13.49,,,,False,False
INV-203564,2026-02-19,2190,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203565,2026-04-17,2633,36308,5,5.0,33.75,4.5,6.75,22.5,11.25,0.3333333333333333,False,True
INV-203566,2026-03-10,2633,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203567,2026-05-10,2648,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-203568,2026-03-12,2190,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203569,2026-06-21,5102,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-203570,2026-07-25,2501,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-203571,2026-04-30,2633,36308,5,5.0,33.75,4.5,6.75,22.5,11.25,0.3333333333333333,False,True
INV-203572,2026-05-08,4829,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-203573,2026-04-26,5102,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203574,2026-05-20,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203575,2026-05-07,5102,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-203576,2026-03-18,2648,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-203577,2026-07-23,2648,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-203578,2026-02-07,2648,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203579,2026-03-31,5102,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203580,2026-05-20,3385,64866,5,3.75,187.45,24.99,37.49,124.94999999999999,62.5,0.3334222459322486,False,True
INV-203581,2026-05-10,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203582,2026-05-03,2633,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203583,2026-03-05,2501,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-203584,2026-07-13,4829,43336,4,3.0,49.52,8.25,12.38,33.0,16.520000000000003,0.3336025848142165,False,True
INV-203585,2026-02-02,4829,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-203586,2026-04-25,3385,35918,10,17.5,134.9,8.99,13.49,89.9,45.0,0.3335804299481097,False,True
INV-203587,2026-02-08,2648,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-203588,2026-05-26,5102,36308,1,1.0,6.75,,6.75,,,,False,False
INV-203589,2026-05-26,2648,43336,10,7.5,123.8,8.25,12.38,82.5,41.3,0.33360258481421645,False,True
INV-203590,2026-03-13,2648,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-203591,2026-04-18,2190,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-203592,2026-05-28,3385,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-203593,2026-02-06,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-203594,2026-05-11,2633,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-203595,2026-07-17,3385,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-203596,2026-04-12,2633,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-203597,2026-03-19,2633,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-203598,2026-06-05,2190,64866,8,6.0,299.92,24.99,37.49,199.92,100.00000000000003,0.3334222459322487,False,True
INV-203599,2026-05-27,4829,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
