Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date
160074,Pine Haven Medical Center,385 River St,Pine Haven,SD,50297,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,128,996,,01/01/2025,12/31/2025
280017,Cedar Bluff Regional Medical Center,5620 Fair St,Cedar Bluff,IA,56695,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,205,2089,,01/01/2025,12/31/2025
140049,Pine Rapids Community Hospital,9999 River St,Pine Rapids,MO,56971,Fair,Emergency Department,OP_22,Left without being seen,4.5,1659,,01/01/2025,12/31/2025
140089,North Haven County Hospital,7678 Cedar St,North Haven,KS,57998,Fair,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,22,1580,,01/01/2025,12/31/2025
160073,Grand View County Hospital,1653 Elk St,Grand View,IA,52664,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,84,2439,,01/01/2025,12/31/2025
260092,Elk View Community Hospital,6751 Cedar St,Elk View,WI,53700,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,374,2780,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,2457 River St,Pine Bluff,WI,54069,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,Not Available,,5,01/01/2025,12/31/2025
140005,North Grove County Hospital,7118 River St,North Grove,SD,57798,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,225,846,,01/01/2025,12/31/2025
160064,Pine Haven Medical Center,5271 Grand St,Pine Haven,IL,57077,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,87,3375,,01/01/2025,12/31/2025
,IL STATE AVERAGE,,,IL,,,Emergency Department,OP_22,Left without being seen,2.4,,,01/01/2025,12/31/2025
170052,NORTH RAPIDS COMMUNITY HOSPITAL,9095 North St,North Rapids,MO,50733,North,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,60,1815,,01/01/2025,12/31/2025
430088,Grand Rapids Medical Center,1695 Pine St,Grand Rapids,SD,57966,Prairie,Emergency Department,OP_22,Left without being seen,2.2,1340,,01/01/2025,12/31/2025
170096,Cedar Junction Regional Medical Center,8140 Prairie St,Cedar Junction,IL,55109,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,49,1790,,01/01/2025,12/31/2025
160037,Pine Ridge Health System,3459 Cedar St,Pine Ridge,IA,53381,Elk,Emergency Department,OP_22,Left without being seen,5.2,1317,,01/01/2025,12/31/2025
,MO STATE AVERAGE,,,MO,,,Emergency Department,OP_22,Left without being seen,2.4,,,01/01/2025,12/31/2025
430066,GRAND RIDGE MEDICAL CENTER,3592 Prairie St,Grand Ridge,NE,56505,River,Emergency Department,OP_22,Left without being seen,1.8,2250,,01/01/2025,12/31/2025
240085,Grand Haven Community Hospital,2815 Grand St,Grand Haven,MN,54534,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,Not Available,,25,01/01/2025,12/31/2025
160078,Pine Rapids Health System,4194 Pine St,Pine Rapids,IA,52878,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,526,1679,,01/01/2025,12/31/2025
170018,GRAND GROVE COUNTY HOSPITAL,7432 River St,Grand Grove,IL,56553,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,307,2591,,01/01/2025,12/31/2025
240020,Pine Rapids County Hospital,7492 River St,Pine Rapids,IA,54240,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,125,881,,01/01/2025,12/31/2025
160117,Cedar Haven Health System,9681 Cedar St,Cedar Haven,IA,50710,Grand,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,80,2183,,01/01/2025,12/31/2025
140057,Elk Ridge County Hospital,9496 Fair St,Elk Ridge,MN,52865,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,378,871,,01/01/2025,12/31/2025
,NE STATE AVERAGE,,,NE,,,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,68.0,,,01/01/2025,12/31/2025
160078,PINE RAPIDS HEALTH SYSTEM,1261 Grand St,Pine Rapids,IA,57961,Cedar,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,89,3487,,01/01/2025,12/31/2025
140089,North Haven County Hospital,133 Fair St,North Haven,KS,50922,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,164,1631,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,6389 Elk St,Cedar Ridge,NE,50740,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,145,3636,,01/01/2025,12/31/2025
280044,Pine Falls Community Hospital,2643 River St,Pine Falls,IL,50631,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,440,2123,,01/01/2025,12/31/2025
240042,Prairie Grove County Hospital ,5304 Grand St,Prairie Grove,IL,58435,Fair,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,42,3935,,01/01/2025,12/31/2025
170018,Grand Grove County Hospital,2473 River St,Grand Grove,IL,57196,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,79,1811,,01/01/2025,12/31/2025
430068,Grand Grove County Hospital,612 Fair St,Grand Grove,MO,54189,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,394,1233,,01/01/2025,12/31/2025
,SD STATE AVERAGE,,,SD,,,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,310,,,01/01/2025,12/31/2025
260119,Fair Ridge Health System,5596 North St,Fair Ridge,SD,50932,Grand,Emergency Department,OP_22,Left without being seen,2.9,1580,,01/01/2025,12/31/2025
280017,Cedar Bluff Regional Medical Center,286 North St,Cedar Bluff,IA,54344,North,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,34,1637,,01/01/2025,12/31/2025
160067,North Ridge County Hospital,1087 River St,North Ridge,IA,57297,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,144,2681,,01/01/2025,12/31/2025
160002,Prairie View County Hospital,127 Pine St,Prairie View,SD,52927,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,68,1960,,01/01/2025,12/31/2025
140057,Elk Ridge County Hospital,4580 Cedar St,Elk Ridge,MN,58104,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,Not Available,,25,01/01/2025,12/31/2025
,MN STATE AVERAGE,,,MN,,,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,165,,,01/01/2025,12/31/2025
240042,Prairie Grove County Hospital,2766 River St,Prairie Grove,IL,56217,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,230,2706,,01/01/2025,12/31/2025
280072,Grand Ridge Regional Medical Center,3546 Pine St,Grand Ridge,MN,52257,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,182,522,,01/01/2025,12/31/2025
140057,Elk Ridge County Hospital,538 Elk St,Elk Ridge,MN,54299,North,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,324,786,,01/01/2025,12/31/2025
240065,Prairie Haven Health System,8708 Grand St,Prairie Haven,NE,50192,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,90,3568,,01/01/2025,12/31/2025
140111,Elk Rapids Medical Center,1873 Pine St,Elk Rapids,IA,53970,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,199,4015,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,9988 River St,Pine Bluff,WI,51840,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,173,2884,,01/01/2025,12/31/2025
520086,North Grove County Hospital,3643 Cedar St,North Grove,KS,54241,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,277,1725,,01/01/2025,12/31/2025
520098,Pine Bluff County Hospital,4798 North St,Pine Bluff,WI,50585,Cedar,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,261,674,,01/01/2025,12/31/2025
160002,Prairie View County Hospital,4758 North St,Prairie View,SD,52465,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,92,852,,01/01/2025,12/31/2025
240022,Fair Bluff Regional Medical Center,9028 Grand St,Fair Bluff,MO,55374,Pine,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,63,122,,01/01/2025,12/31/2025
520114,Elk Rapids Health System,8162 Grand St,Elk Rapids,IA,56243,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,298,1017,,01/01/2025,12/31/2025
,SD STATE AVERAGE,,,SD,,,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,68.0,,,01/01/2025,12/31/2025
170115,North View Regional Medical Center,2297 Fair St,North View,KS,54165,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,157,1582,,01/01/2025,12/31/2025
280080,Fair Rapids Memorial Hospital,9449 River St,Fair Rapids,MO,54739,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,207,2975,,01/01/2025,12/31/2025
170031,Elk Rapids Medical Center,1093 Cedar St,Elk Rapids,KS,57308,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,96,2486,,01/01/2025,12/31/2025
170036,River Junction Community Hospital,8917 Prairie St,River Junction,KS,53498,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,236,3411,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,3457 Cedar St,River Falls,IA,52803,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,57,4027,,01/01/2025,12/31/2025
170036,River Junction Community Hospital,1037 Grand St,River Junction,KS,58124,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,418,1741,,01/01/2025,12/31/2025
170031,Elk Rapids Medical Center,2527 North St,Elk Rapids,KS,58847,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,424,203,,01/01/2025,12/31/2025
170011,RIVER JUNCTION REGIONAL MEDICAL CENTER,3129 Fair St,River Junction,IA,57505,Fair,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,,,1,01/01/2025,12/31/2025
260015,Fair View Memorial Hospital,6296 Elk St,Fair View,MN,56391,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,210,1616,,01/01/2025,12/31/2025
260076,River View County Hospital,5508 Grand St,River View,SD,51530,Prairie,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,Not Available,,1,01/01/2025,12/31/2025
520086,North Grove County Hospital,8272 River St,North Grove,KS,58791,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,104,2702,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,1605 North St,Cedar Ridge,NE,51135,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,28,321,,01/01/2025,12/31/2025
430009,Grand Bluff Community Hospital,6900 Pine St,Grand Bluff,IL,58210,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,106,4110,,01/01/2025,12/31/2025
,IL STATE AVERAGE,,,IL,,,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,310,,,01/01/2025,12/31/2025
430014,FAIR RAPIDS REGIONAL MEDICAL CENTER,1287 Prairie St,Fair Rapids,IL,58128,Elk,Emergency Department,OP_22,Left without being seen,Not Available,,5,01/01/2025,12/31/2025
280103,Prairie Junction Community Hospital,8100 North St,Prairie Junction,KS,55289,River,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,156,1398,,01/01/2025,12/31/2025
160074,Pine Haven Medical Center,9091 Elk St,Pine Haven,SD,52833,Grand,Emergency Department,OP_22,Left without being seen,2.8,1476,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,2579 Fair St,River Falls,IA,50534,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,186,1062,,01/01/2025,12/31/2025
170051,Elk View County Hospital,6025 North St,Elk View,MO,55469,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,Not Available,,1,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,2873 River St,Cedar Grove,WI,56164,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,134,1115,,01/01/2025,12/31/2025
260104,North Haven Memorial Hospital,783 Prairie St,North Haven,IL,55005,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,132,3452,,01/01/2025,12/31/2025
260076,River View County Hospital ,4731 Fair St,River View,SD,53745,Elk,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,62,1651,,01/01/2025,12/31/2025
,IA STATE AVERAGE,,,IA,,,Emergency Department,OP_22,Left without being seen,2.4,,,01/01/2025,12/31/2025
170018,Grand Grove County Hospital,6058 Elk St,Grand Grove,IL,53109,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,,,25,01/01/2025,12/31/2025
430088,Grand Rapids Medical Center,3909 River St,Grand Rapids,SD,56222,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,38,912,,01/01/2025,12/31/2025
240020,Pine Rapids County Hospital,8914 Pine St,Pine Rapids,IA,51142,Pine,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,116,3084,,01/01/2025,12/31/2025
160002,Prairie View County Hospital,7107 Pine St,Prairie View,SD,53547,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,557,3820,,01/01/2025,12/31/2025
170052,North Rapids Community Hospital,4002 Elk St,North Rapids,MO,53591,Cedar,Emergency Department,OP_22,Left without being seen,0.7,3513,,01/01/2025,12/31/2025
260061,Elk Ridge Community Hospital,3516 North St,Elk Ridge,IL,58234,Pine,Emergency Department,OP_22,Left without being seen,4.1,2494,,01/01/2025,12/31/2025
170036,River Junction Community Hospital,8183 Grand St,River Junction,KS,55022,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,260,1006,,01/01/2025,12/31/2025
240022,Fair Bluff Regional Medical Center,8454 Prairie St,Fair Bluff,MO,53694,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,143,3802,,01/01/2025,12/31/2025
280103,Prairie Junction Community Hospital,1357 Prairie St,Prairie Junction,KS,58389,Fair,Emergency Department,OP_22,Left without being seen,Not Available,,5,01/01/2025,12/31/2025
240006,River Grove Medical Center,5535 River St,River Grove,WI,56294,River,Emergency Department,OP_22,Left without being seen,2.4,4013,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,4996 Elk St,Elk Haven,MO,55428,Elk,Emergency Department,OP_22,Left without being seen,5.5,920,,01/01/2025,12/31/2025
170101,Prairie Grove County Hospital,9780 Pine St,Prairie Grove,IA,56890,River,Emergency Department,OP_22,Left without being seen,0.0,1524,,01/01/2025,12/31/2025
260015,Fair View Memorial Hospital ,8713 Fair St,Fair View,MN,51515,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,39,3065,,01/01/2025,12/31/2025
430054,CEDAR GROVE HEALTH SYSTEM,9689 Elk St,Cedar Grove,WI,51138,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,154,2674,,01/01/2025,12/31/2025
520099,Grand Ridge Community Hospital ,1572 North St,Grand Ridge,KS,58993,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,Not Available,,5,01/01/2025,12/31/2025
260094,River Ridge Medical Center,6508 Cedar St,River Ridge,NE,58824,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,48,1419,,01/01/2025,12/31/2025
280043,Prairie View Regional Medical Center,7152 River St,Prairie View,IA,51208,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,234,2190,,01/01/2025,12/31/2025
280008,Elk View Health System,7860 Elk St,Elk View,NE,51623,Fair,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,68,2404,,01/01/2025,12/31/2025
140050,River View Medical Center,5511 Pine St,River View,KS,55257,Fair,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,146,3442,,01/01/2025,12/31/2025
240035,Pine Haven Medical Center,6245 North St,Pine Haven,SD,53611,Prairie,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,663,1829,,01/01/2025,12/31/2025
260092,Elk View Community Hospital,2984 Grand St,Elk View,WI,56317,Grand,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,69,2215,,01/01/2025,12/31/2025
160097,Fair Grove Regional Medical Center,2240 Cedar St,Fair Grove,KS,57213,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,161,1529,,01/01/2025,12/31/2025
170011,River Junction Regional Medical Center,4535 North St,River Junction,IA,51311,Pine,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,388,3753,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital,5436 Prairie St,Prairie Ridge,NE,57249,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,203,4021,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,5488 Grand St,Prairie Falls,NE,51272,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,177,2602,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,2510 Fair St,River Falls,IA,55097,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,77,3735,,01/01/2025,12/31/2025
520098,Pine Bluff County Hospital,9491 Prairie St,Pine Bluff,WI,53572,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,24,3130,,01/01/2025,12/31/2025
260109,River Falls County Hospital,6333 Pine St,River Falls,IL,54794,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,173,3660,,01/01/2025,12/31/2025
260061,Elk Ridge Community Hospital,8473 Elk St,Elk Ridge,IL,55569,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,123,4088,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,4212 Elk St,Cedar Ridge,NE,55503,Elk,Emergency Department,OP_22,Left without being seen,1.7,3882,,01/01/2025,12/31/2025
160046,Pine Falls County Hospital,7183 Elk St,Pine Falls,IA,51293,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,312,2140,,01/01/2025,12/31/2025
430010,Grand Haven Medical Center,6348 North St,Grand Haven,MN,55262,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,277,2014,,01/01/2025,12/31/2025
520055,Fair View Memorial Hospital,2107 Pine St,Fair View,SD,53539,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,55,2844,,01/01/2025,12/31/2025
280024,Elk Grove Memorial Hospital,9025 Grand St,Elk Grove,IA,54695,Elk,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,77,894,,01/01/2025,12/31/2025
,IA STATE AVERAGE,,,IA,,,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,118,,,01/01/2025,12/31/2025
430041,Fair Haven County Hospital,2726 Pine St,Fair Haven,IA,50049,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,197,3740,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,1843 Cedar St,Elk Haven,MO,57865,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,169,1939,,01/01/2025,12/31/2025
280043,Prairie View Regional Medical Center,9472 Grand St,Prairie View,IA,53753,Grand,Emergency Department,OP_22,Left without being seen,3.6,2322,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,1399 Cedar St,Pine Bluff,WI,55778,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,173,2409,,01/01/2025,12/31/2025
280008,Elk View Health System,9777 River St,Elk View,NE,56533,Elk,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,141,280,,01/01/2025,12/31/2025
280103,PRAIRIE JUNCTION COMMUNITY HOSPITAL,4888 Fair St,Prairie Junction,KS,52046,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,69,1162,,01/01/2025,12/31/2025
280062,Fair Rapids Community Hospital,7122 Elk St,Fair Rapids,MN,53721,River,Emergency Department,OP_22,Left without being seen,0.0,3168,,01/01/2025,12/31/2025
140081,Elk Ridge County Hospital,5751 River St,Elk Ridge,KS,58992,River,Emergency Department,OP_22,Left without being seen,1.3,3314,,01/01/2025,12/31/2025
140019,Grand Junction Memorial Hospital,2860 Cedar St,Grand Junction,NE,51328,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,128,2421,,01/01/2025,12/31/2025
140005,North Grove County Hospital,4060 Prairie St,North Grove,SD,51170,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,44,1450,,01/01/2025,12/31/2025
160083,North Bluff Regional Medical Center,429 Fair St,North Bluff,KS,54744,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,69,1384,,01/01/2025,12/31/2025
520038,Fair Grove Community Hospital,3673 Fair St,Fair Grove,IL,51792,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,316,3307,,01/01/2025,12/31/2025
170047,Cedar Junction Regional Medical Center ,9134 Pine St,Cedar Junction,SD,51052,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,66,1783,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,4732 Prairie St,Cedar Ridge,NE,58838,North,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,20,1625,,01/01/2025,12/31/2025
170031,Elk Rapids Medical Center,1436 River St,Elk Rapids,KS,52949,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,218,2240,,01/01/2025,12/31/2025
240079,North Haven Regional Medical Center,3418 Grand St,North Haven,MO,50793,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,Not Available,,25,01/01/2025,12/31/2025
240042,Prairie Grove County Hospital,683 Elk St,Prairie Grove,IL,55137,North,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,,,5,01/01/2025,12/31/2025
240029,Cedar View County Hospital,2392 Pine St,Cedar View,MN,52342,Elk,Emergency Department,OP_22,Left without being seen,3.6,2153,,01/01/2025,12/31/2025
160060,Pine View Health System,4363 Pine St,Pine View,MN,55806,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,101,3460,,01/01/2025,12/31/2025
170052,North Rapids Community Hospital,9842 Elk St,North Rapids,MO,56086,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,Not Available,,5,01/01/2025,12/31/2025
160040,Grand Rapids Health System,916 North St,Grand Rapids,NE,53271,Prairie,Emergency Department,OP_22,Left without being seen,3.3,1979,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,6236 Cedar St,Grand Bluff,IA,55170,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,21,576,,01/01/2025,12/31/2025
140057,Elk Ridge County Hospital,4764 Cedar St,Elk Ridge,MN,58332,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,201,902,,01/01/2025,12/31/2025
240085,Grand Haven Community Hospital,2386 Cedar St,Grand Haven,MN,51723,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,,,5,01/01/2025,12/31/2025
260032,Fair Junction County Hospital,8137 River St,Fair Junction,MN,55826,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,55,3334,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,2342 Pine St,Prairie Falls,NE,55646,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,336,3774,,01/01/2025,12/31/2025
,MN STATE AVERAGE,,,MN,,,Emergency Department,OP_22,Left without being seen,2.4,,,01/01/2025,12/31/2025
170063,Elk Haven Medical Center,4801 Grand St,Elk Haven,MO,54570,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,31,2200,,01/01/2025,12/31/2025
430041,Fair Haven County Hospital ,7525 North St,Fair Haven,IA,50534,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,181,1979,,01/01/2025,12/31/2025
240082,Grand Rapids Memorial Hospital,9565 Grand St,Grand Rapids,IL,53411,Fair,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,197,3463,,01/01/2025,12/31/2025
280024,Elk Grove Memorial Hospital,8236 Fair St,Elk Grove,IA,50399,River,Emergency Department,OP_22,Left without being seen,Not Available,,5,01/01/2025,12/31/2025
520099,Grand Ridge Community Hospital,8446 River St,Grand Ridge,KS,55637,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,313,3707,,01/01/2025,12/31/2025
280062,Fair Rapids Community Hospital,350 North St,Fair Rapids,MN,51262,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,142,1971,,01/01/2025,12/31/2025
