facility_id,facility_name,city,state,county,zip_code,condition,measure_id,measure_name,unit,score,sample_size,footnote_code,suppression_reason,period_start,period_end
240042,Prairie Grove County Hospital,Prairie Grove,IL,Fair,51181,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,42.0,3935,,,01/01/2025,12/31/2025
170018,Grand Grove County Hospital,Grand Grove,IL,Prairie,50934,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,79.0,1811,,,01/01/2025,12/31/2025
430068,Grand Grove County Hospital,Grand Grove,MO,Fair,53807,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,394.0,1233,,,01/01/2025,12/31/2025
260119,Fair Ridge Health System,Fair Ridge,SD,Pine,50932,Emergency Department,OP_22,Left without being seen,percent,2.9,1580,,,01/01/2025,12/31/2025
280017,Cedar Bluff Regional Medical Center,Cedar Bluff,IA,Fair,50130,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,34.0,1637,,,01/01/2025,12/31/2025
160067,North Ridge County Hospital,North Ridge,IA,Cedar,50877,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,144.0,2681,,,01/01/2025,12/31/2025
160002,Prairie View County Hospital,Prairie View,SD,Cedar,51571,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,68.0,1960,,,01/01/2025,12/31/2025
140057,Elk Ridge County Hospital,Elk Ridge,MN,North,52865,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,,,25,Facility did not submit data,01/01/2025,12/31/2025
240042,Prairie Grove County Hospital,Prairie Grove,IL,Fair,51181,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,230.0,2706,,,01/01/2025,12/31/2025
280072,Grand Ridge Regional Medical Center,Grand Ridge,MN,River,51781,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,182.0,522,,,01/01/2025,12/31/2025
140057,Elk Ridge County Hospital,Elk Ridge,MN,North,52865,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,324.0,786,,,01/01/2025,12/31/2025
240065,Prairie Haven Health System,Prairie Haven,NE,Pine,50192,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,90.0,3568,,,01/01/2025,12/31/2025
140111,Elk Rapids Medical Center,Elk Rapids,IA,Fair,51694,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,199.0,4015,,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,Pine Bluff,WI,Fair,51840,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,173.0,2884,,,01/01/2025,12/31/2025
520086,North Grove County Hospital,North Grove,KS,Elk,54241,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,277.0,1725,,,01/01/2025,12/31/2025
520098,Pine Bluff County Hospital,Pine Bluff,WI,Pine,50083,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,261.0,674,,,01/01/2025,12/31/2025
160002,Prairie View County Hospital,Prairie View,SD,Cedar,51571,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,92.0,852,,,01/01/2025,12/31/2025
240022,Fair Bluff Regional Medical Center,Fair Bluff,MO,Elk,53054,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,63.0,122,,,01/01/2025,12/31/2025
520114,Elk Rapids Health System,Elk Rapids,IA,Elk,50818,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,298.0,1017,,,01/01/2025,12/31/2025
170115,North View Regional Medical Center,North View,KS,Elk,51272,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,157.0,1582,,,01/01/2025,12/31/2025
280080,Fair Rapids Memorial Hospital,Fair Rapids,MO,River,50578,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,207.0,2975,,,01/01/2025,12/31/2025
170031,Elk Rapids Medical Center,Elk Rapids,KS,Grand,52949,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,96.0,2486,,,01/01/2025,12/31/2025
170036,River Junction Community Hospital,River Junction,KS,Elk,53498,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,236.0,3411,,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,River Falls,IA,North,50534,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,57.0,4027,,,01/01/2025,12/31/2025
170036,River Junction Community Hospital,River Junction,KS,Elk,53498,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,418.0,1741,,,01/01/2025,12/31/2025
170031,Elk Rapids Medical Center,Elk Rapids,KS,Grand,52949,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,424.0,203,,,01/01/2025,12/31/2025
170011,River Junction Regional Medical Center,River Junction,IA,Fair,51311,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,,,1,Not available — measure not reported,01/01/2025,12/31/2025
260015,Fair View Memorial Hospital,Fair View,MN,Elk,51515,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,210.0,1616,,,01/01/2025,12/31/2025
260076,River View County Hospital,River View,SD,Pine,51294,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,,,1,Not available — measure not reported,01/01/2025,12/31/2025
520086,North Grove County Hospital,North Grove,KS,Elk,54241,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,104.0,2702,,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,Cedar Ridge,NE,North,50740,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,28.0,321,,,01/01/2025,12/31/2025
430009,Grand Bluff Community Hospital,Grand Bluff,IL,Cedar,50922,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,106.0,4110,,,01/01/2025,12/31/2025
430014,Fair Rapids Regional Medical Center,Fair Rapids,IL,Cedar,51189,Emergency Department,OP_22,Left without being seen,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
280103,Prairie Junction Community Hospital,Prairie Junction,KS,Cedar,50499,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,156.0,1398,,,01/01/2025,12/31/2025
160074,Pine Haven Medical Center,Pine Haven,SD,River,50297,Emergency Department,OP_22,Left without being seen,percent,2.8,1476,,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,River Falls,IA,North,50534,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,186.0,1062,,,01/01/2025,12/31/2025
170051,Elk View County Hospital,Elk View,MO,Fair,53057,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,,,1,Not available — measure not reported,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,Cedar Grove,WI,Elk,54568,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,134.0,1115,,,01/01/2025,12/31/2025
260104,North Haven Memorial Hospital,North Haven,IL,Grand,51146,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,132.0,3452,,,01/01/2025,12/31/2025
260076,River View County Hospital,River View,SD,Pine,51294,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,62.0,1651,,,01/01/2025,12/31/2025
170018,Grand Grove County Hospital,Grand Grove,IL,Prairie,50934,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,,,25,Facility did not submit data,01/01/2025,12/31/2025
430088,Grand Rapids Medical Center,Grand Rapids,SD,Pine,53993,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,38.0,912,,,01/01/2025,12/31/2025
240020,Pine Rapids County Hospital,Pine Rapids,IA,Elk,51142,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,116.0,3084,,,01/01/2025,12/31/2025
160002,Prairie View County Hospital,Prairie View,SD,Cedar,51571,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,557.0,3820,,,01/01/2025,12/31/2025
170052,North Rapids Community Hospital,North Rapids,MO,North,50733,Emergency Department,OP_22,Left without being seen,percent,0.7,3513,,,01/01/2025,12/31/2025
260061,Elk Ridge Community Hospital,Elk Ridge,IL,Elk,51705,Emergency Department,OP_22,Left without being seen,percent,4.1,2494,,,01/01/2025,12/31/2025
170036,River Junction Community Hospital,River Junction,KS,Elk,53498,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,260.0,1006,,,01/01/2025,12/31/2025
240022,Fair Bluff Regional Medical Center,Fair Bluff,MO,Elk,53054,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,143.0,3802,,,01/01/2025,12/31/2025
280103,Prairie Junction Community Hospital,Prairie Junction,KS,Cedar,50499,Emergency Department,OP_22,Left without being seen,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
240006,River Grove Medical Center,River Grove,WI,Grand,50411,Emergency Department,OP_22,Left without being seen,percent,2.4,4013,,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,Elk Haven,MO,Cedar,55428,Emergency Department,OP_22,Left without being seen,percent,5.5,920,,,01/01/2025,12/31/2025
170101,Prairie Grove County Hospital,Prairie Grove,IA,North,51868,Emergency Department,OP_22,Left without being seen,percent,0.0,1524,,,01/01/2025,12/31/2025
260015,Fair View Memorial Hospital,Fair View,MN,Elk,51515,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,39.0,3065,,,01/01/2025,12/31/2025
430054,Cedar Grove Health System,Cedar Grove,WI,Grand,51086,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,154.0,2674,,,01/01/2025,12/31/2025
520099,Grand Ridge Community Hospital,Grand Ridge,KS,River,53606,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
260094,River Ridge Medical Center,River Ridge,NE,North,51805,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,48.0,1419,,,01/01/2025,12/31/2025
280043,Prairie View Regional Medical Center,Prairie View,IA,Grand,51134,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,234.0,2190,,,01/01/2025,12/31/2025
280008,Elk View Health System,Elk View,NE,Cedar,51174,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,68.0,2404,,,01/01/2025,12/31/2025
140050,River View Medical Center,River View,KS,Prairie,55257,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,146.0,3442,,,01/01/2025,12/31/2025
240035,Pine Haven Medical Center,Pine Haven,SD,Prairie,52937,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,663.0,1829,,,01/01/2025,12/31/2025
260092,Elk View Community Hospital,Elk View,WI,Grand,50014,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,69.0,2215,,,01/01/2025,12/31/2025
160097,Fair Grove Regional Medical Center,Fair Grove,KS,Elk,53527,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,161.0,1529,,,01/01/2025,12/31/2025
170011,River Junction Regional Medical Center,River Junction,IA,Fair,51311,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,388.0,3753,,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital,Prairie Ridge,NE,Cedar,51285,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,203.0,4021,,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,Prairie Falls,NE,Grand,51272,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,177.0,2602,,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,River Falls,IA,North,50534,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,77.0,3735,,,01/01/2025,12/31/2025
520098,Pine Bluff County Hospital,Pine Bluff,WI,Pine,50083,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,24.0,3130,,,01/01/2025,12/31/2025
260109,River Falls County Hospital,River Falls,IL,Grand,50157,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,173.0,3660,,,01/01/2025,12/31/2025
260061,Elk Ridge Community Hospital,Elk Ridge,IL,Elk,51705,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,123.0,4088,,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,Cedar Ridge,NE,North,50740,Emergency Department,OP_22,Left without being seen,percent,1.7,3882,,,01/01/2025,12/31/2025
160046,Pine Falls County Hospital,Pine Falls,IA,Pine,50850,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,312.0,2140,,,01/01/2025,12/31/2025
430010,Grand Haven Medical Center,Grand Haven,MN,Elk,51296,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,277.0,2014,,,01/01/2025,12/31/2025
520055,Fair View Memorial Hospital,Fair View,SD,Elk,53539,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,55.0,2844,,,01/01/2025,12/31/2025
280024,Elk Grove Memorial Hospital,Elk Grove,IA,Elk,50399,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,77.0,894,,,01/01/2025,12/31/2025
430041,Fair Haven County Hospital,Fair Haven,IA,Prairie,50049,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,197.0,3740,,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,Elk Haven,MO,Cedar,55428,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,169.0,1939,,,01/01/2025,12/31/2025
280043,Prairie View Regional Medical Center,Prairie View,IA,Grand,51134,Emergency Department,OP_22,Left without being seen,percent,3.6,2322,,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,Pine Bluff,WI,Fair,51840,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,173.0,2409,,,01/01/2025,12/31/2025
280008,Elk View Health System,Elk View,NE,Cedar,51174,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,141.0,280,,,01/01/2025,12/31/2025
280103,Prairie Junction Community Hospital,Prairie Junction,KS,Cedar,50499,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,69.0,1162,,,01/01/2025,12/31/2025
280062,Fair Rapids Community Hospital,Fair Rapids,MN,Fair,51262,Emergency Department,OP_22,Left without being seen,percent,0.0,3168,,,01/01/2025,12/31/2025
140081,Elk Ridge County Hospital,Elk Ridge,KS,Fair,55313,Emergency Department,OP_22,Left without being seen,percent,1.3,3314,,,01/01/2025,12/31/2025
140019,Grand Junction Memorial Hospital,Grand Junction,NE,North,51328,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,128.0,2421,,,01/01/2025,12/31/2025
140005,North Grove County Hospital,North Grove,SD,Pine,50071,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,44.0,1450,,,01/01/2025,12/31/2025
160083,North Bluff Regional Medical Center,North Bluff,KS,Elk,52748,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,69.0,1384,,,01/01/2025,12/31/2025
520038,Fair Grove Community Hospital,Fair Grove,IL,Fair,50856,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,316.0,3307,,,01/01/2025,12/31/2025
170047,Cedar Junction Regional Medical Center,Cedar Junction,SD,Grand,51052,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,66.0,1783,,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,Cedar Ridge,NE,North,50740,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,20.0,1625,,,01/01/2025,12/31/2025
170031,Elk Rapids Medical Center,Elk Rapids,KS,Grand,52949,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,218.0,2240,,,01/01/2025,12/31/2025
240079,North Haven Regional Medical Center,North Haven,MO,Pine,50773,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,,,25,Facility did not submit data,01/01/2025,12/31/2025
240042,Prairie Grove County Hospital,Prairie Grove,IL,Fair,51181,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
240029,Cedar View County Hospital,Cedar View,MN,Prairie,50481,Emergency Department,OP_22,Left without being seen,percent,3.6,2153,,,01/01/2025,12/31/2025
160060,Pine View Health System,Pine View,MN,Prairie,55806,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,101.0,3460,,,01/01/2025,12/31/2025
170052,North Rapids Community Hospital,North Rapids,MO,North,50733,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
160040,Grand Rapids Health System,Grand Rapids,NE,Cedar,52449,Emergency Department,OP_22,Left without being seen,percent,3.3,1979,,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,Grand Bluff,IA,Cedar,51116,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,21.0,576,,,01/01/2025,12/31/2025
140057,Elk Ridge County Hospital,Elk Ridge,MN,North,52865,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,201.0,902,,,01/01/2025,12/31/2025
240085,Grand Haven Community Hospital,Grand Haven,MN,Elk,50552,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
260032,Fair Junction County Hospital,Fair Junction,MN,Cedar,50132,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,55.0,3334,,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,Prairie Falls,NE,Grand,51272,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,336.0,3774,,,01/01/2025,12/31/2025
170063,Elk Haven Medical Center,Elk Haven,MO,River,51294,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,31.0,2200,,,01/01/2025,12/31/2025
430041,Fair Haven County Hospital,Fair Haven,IA,Prairie,50049,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,181.0,1979,,,01/01/2025,12/31/2025
240082,Grand Rapids Memorial Hospital,Grand Rapids,IL,Cedar,52110,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,197.0,3463,,,01/01/2025,12/31/2025
280024,Elk Grove Memorial Hospital,Elk Grove,IA,Elk,50399,Emergency Department,OP_22,Left without being seen,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
520099,Grand Ridge Community Hospital,Grand Ridge,KS,River,53606,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,313.0,3707,,,01/01/2025,12/31/2025
280062,Fair Rapids Community Hospital,Fair Rapids,MN,Fair,51262,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,142.0,1971,,,01/01/2025,12/31/2025
240026,Elk View Medical Center,Elk View,SD,Pine,50037,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,157.0,1485,,,01/01/2025,12/31/2025
260104,North Haven Memorial Hospital,North Haven,IL,Grand,51146,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,,,25,Facility did not submit data,01/01/2025,12/31/2025
520114,Elk Rapids Health System,Elk Rapids,IA,Elk,50818,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,94.0,2740,,,01/01/2025,12/31/2025
280024,Elk Grove Memorial Hospital,Elk Grove,IA,Elk,50399,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,93.0,3114,,,01/01/2025,12/31/2025
280044,Pine Falls Community Hospital,Pine Falls,IL,Cedar,50631,Emergency Department,OP_22,Left without being seen,percent,2.9,4129,,,01/01/2025,12/31/2025
140007,Prairie View Memorial Hospital,Prairie View,IA,Cedar,50430,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,206.0,2039,,,01/01/2025,12/31/2025
160040,Grand Rapids Health System,Grand Rapids,NE,Cedar,52449,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,53.0,3795,,,01/01/2025,12/31/2025
240079,North Haven Regional Medical Center,North Haven,MO,Pine,50773,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,221.0,1096,,,01/01/2025,12/31/2025
160037,Pine Ridge Health System,Pine Ridge,IA,Cedar,51833,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,210.0,1989,,,01/01/2025,12/31/2025
140028,River Ridge Medical Center,River Ridge,WI,North,51706,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,88.0,961,,,01/01/2025,12/31/2025
260045,North Falls County Hospital,North Falls,MN,Prairie,51363,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,510.0,655,,,01/01/2025,12/31/2025
140113,Fair Bluff Health System,Fair Bluff,SD,River,51419,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,336.0,3204,,,01/01/2025,12/31/2025
240035,Pine Haven Medical Center,Pine Haven,SD,Prairie,52937,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,278.0,1249,,,01/01/2025,12/31/2025
280044,Pine Falls Community Hospital,Pine Falls,IL,Cedar,50631,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,77.0,2209,,,01/01/2025,12/31/2025
160118,North Falls Health System,North Falls,MO,Cedar,51662,Emergency Department,OP_22,Left without being seen,percent,4.7,3855,,,01/01/2025,12/31/2025
260069,Prairie Bluff Memorial Hospital,Prairie Bluff,IA,Fair,50472,Emergency Department,OP_22,Left without being seen,percent,3.2,1978,,,01/01/2025,12/31/2025
240022,Fair Bluff Regional Medical Center,Fair Bluff,MO,Elk,53054,Emergency Department,OP_22,Left without being seen,percent,3.0,1884,,,01/01/2025,12/31/2025
140019,Grand Junction Memorial Hospital,Grand Junction,NE,North,51328,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,102.0,3912,,,01/01/2025,12/31/2025
240012,Grand Falls Community Hospital,Grand Falls,IA,Cedar,50804,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,78.0,1354,,,01/01/2025,12/31/2025
260087,Elk Grove Memorial Hospital,Elk Grove,IA,Elk,51181,Emergency Department,OP_22,Left without being seen,percent,2.4,2519,,,01/01/2025,12/31/2025
280017,Cedar Bluff Regional Medical Center,Cedar Bluff,IA,Fair,50130,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,217.0,161,,,01/01/2025,12/31/2025
140028,River Ridge Medical Center,River Ridge,WI,North,51706,Emergency Department,OP_22,Left without being seen,percent,1.6,139,,,01/01/2025,12/31/2025
240059,Cedar Haven Health System,Cedar Haven,IL,Grand,50764,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,201.0,3290,,,01/01/2025,12/31/2025
430025,Fair Bluff County Hospital,Fair Bluff,IL,North,52267,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,20.0,2690,,,01/01/2025,12/31/2025
160064,Pine Haven Medical Center,Pine Haven,IL,Elk,51176,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,202.0,3504,,,01/01/2025,12/31/2025
170003,Elk Falls Community Hospital,Elk Falls,IA,Elk,50336,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,374.0,2737,,,01/01/2025,12/31/2025
280062,Fair Rapids Community Hospital,Fair Rapids,MN,Fair,51262,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,163.0,846,,,01/01/2025,12/31/2025
160108,Grand Bluff Memorial Hospital,Grand Bluff,IA,Cedar,51450,Emergency Department,OP_22,Left without being seen,percent,0.3,1767,,,01/01/2025,12/31/2025
260087,Elk Grove Memorial Hospital,Elk Grove,IA,Elk,51181,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,183.0,373,,,01/01/2025,12/31/2025
280043,Prairie View Regional Medical Center,Prairie View,IA,Grand,51134,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,333.0,1236,,,01/01/2025,12/31/2025
160067,North Ridge County Hospital,North Ridge,IA,Cedar,50877,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,118.0,370,,,01/01/2025,12/31/2025
160083,North Bluff Regional Medical Center,North Bluff,KS,Elk,52748,Emergency Department,OP_22,Left without being seen,percent,1.3,1022,,,01/01/2025,12/31/2025
170034,North Grove Medical Center,North Grove,KS,River,50625,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,246.0,322,,,01/01/2025,12/31/2025
