invoice_line_no,date,store,name,city,zipcode,county,category,category_name,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters
INV-202793,03/29/2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402.0,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-202794,16-Jun-2026,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-202795,06/11/2026,5102,CORNER TAP & BOTTLE,AMES,50010.0,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-202796,2026-01-30,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,1,$12.10,0.38
INV-202797,2026-05-26,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,3,80.97,2.25
INV-202798,2026-03-30,4829,Casey's General Store #2879,Ankeny,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,15,$562.35,11.25
INV-202799,2026-07-26,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,6,80.94,10.50
INV-202800,2026-06-29,5102,  Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,3,$20.25,3.00
INV-202801,2026-04-15,4829,Casey's General Store #2879,ANKENY,50021,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,3,$80.97,2.25
INV-202802,06/26/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-202803,2026-04-10,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,1,$37.49,0.75
INV-202804,2026-02-24,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,14,377.86,10.50
INV-202805,2026-04-01,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,3,36.30,1.12
INV-202806,2026-06-15,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313.0,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,1,12.38 ,0.75
INV-202807,05/01/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,2,$26.98,3.50
INV-202808,2026-02-14,5102,Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,2,37.50 ,1.50
INV-202809,04/24/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-202810,2026-04-30,3385,Sam's Club 8162,Davenport,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-202811,25-May-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,7,$86.66,5.25
INV-202812,2026-06-07,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,4,$49.52,3.00
INV-202813,2026-06-10,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,5,33.75,5.00
INV-202814,2026-06-01,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,5,187.45,3.75
INV-202815,2026-06-24,2633,Hometown Foods,Cedar Rapids,52402,LINN,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,23,278.30,8.62
INV-202816,2026-03-02,2190,Central City Liquor INC,DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-202817,04/28/2026,5102,Corner Tap & Bottle,Ames,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,5,73.15,8.75
INV-202818,2026-07-09,2190,"Central City Liquor, Inc.",Des Moines,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,1,6.75 ,1.00
INV-202819,2026-05-29,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,7,$94.43,12.25
INV-202820,2026-05-11,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,2,24.20,0.75
INV-202821,04/24/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,2,$53.98,1.50
INV-202822,2026-02-20,3385,  Sam's Club 8162,DAVENPORT,52807.0,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-202823,02/18/2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,15,101.25,15.00
INV-202824,2026-02-20,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,1,$14.63,1.75
INV-202824,2026-02-20,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,1,$14.63,1.75
INV-202825,06/02/2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402.0,LINN,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,15,181.50,5.62
INV-202826,2026-05-09,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-202827,2026-07-02,5102,Corner Tap and Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,3,20.25,3.00
INV-202828,03/03/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,2,24.76 ,1.50
INV-202829,03/17/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,8,54.00,8.00
INV-202830,2026-03-31,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,1,$18.75,0.75
INV-202831,14-Jun-2026,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-202832,04-Feb-2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-202833,06/20/2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,7,84.70,2.62
INV-202834,04/01/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-202835,2026-04-17,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,3,56.25 ,2.25
INV-202836,22-Mar-2026,2633,Hometown Foods,Cedar Rapids,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,8,150.00,6.00
INV-202837,06/24/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,2,$24.20,0.75
INV-202838,07/15/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021.0,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-202839,02/17/2026,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,10,134.90,17.50
INV-202840,2026-06-29,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,17,210.46,12.75
INV-202841,2026-07-17,5102,Corner Tap & Bottle,AMES,50010.0,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,12,225.00,9.00
INV-202842,03/18/2026,4829,  Casey's General Store #2879,ANKENY,50021.0,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-202843,2026-04-10,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,3,37.14 ,2.25
INV-202844,2026-07-05,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,4,$53.96,7.00
INV-202845,2026-03-27,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,3,$37.14,2.25
INV-202846,2026-04-17,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,3,$40.47,5.25
INV-202847,03-Jul-2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-202848,04/29/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,2,24.76,1.50
INV-202849,2026-07-05,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,6,40.50,6.00
INV-202850,04/22/2026,4829,  Casey's General Store #2879,ANKENY,50021.0,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,4,48.40,1.50
INV-202851,2026-07-04,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,1,$6.75,1.00
INV-202852,2026-04-04,2648,Wilkie Liquors,Iowa City,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,5,33.75,5.00
INV-202853,24-Jun-2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,2,13.50 ,2.00
INV-202854,2026-03-23,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,8,107.92,14.00
INV-202855,01-Feb-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,7,131.25,5.25
INV-202856,2026-05-06,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313.0,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-202857,2026-03-28,4829,Casey's General Store #2879,Ankeny,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-202858,06/21/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,2,$24.76,1.50
INV-202859,2026-03-13,2648,Wilkie Liquors,Iowa City,52240,JOHNSON,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-202860,2026-07-17,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,8,299.92 ,6.00
INV-202861,2026-05-29,2633,Hometown Foods,CEDAR RAPIDS,52402,,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,2,$53.98,1.50
INV-202862,04/03/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,13,190.19,22.75
INV-202863,03/13/2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,1,13.49 ,1.75
INV-202864,2026-02-18,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313.0,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,2,74.98 ,1.50
INV-202865,2026-06-06,5102,Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,3,20.25,3.00
INV-202866,05/12/2026,2190,"  Central City Liquor, Inc.",DES MOINES,50310,,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,17,114.75,17.00
INV-202867,2026-02-01,2633,Hometown Foods ,CEDAR RAPIDS,52402,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,2,$29.26,3.50
INV-202868,02/04/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-202869,19-Mar-2026,5102,Corner Tap and Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-202870,06/10/2026,4829,Casey's General Store #2879 ,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,7,$94.43,12.25
INV-202871,2026-04-21,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,11,133.10,4.12
INV-202872,07/27/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,3,112.47,2.25
INV-202873,2026-04-17,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,7,$262.43,5.25
INV-202874,2026-04-16,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,1,$12.38,0.75
INV-202875,03/06/2026,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-202876,2026-06-27,5102,Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,1,6.75 ,1.00
INV-202877,2026-04-15,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,9,121.41 ,15.75
INV-202878,2026-07-15,2190,"Central City Liquor, Inc.",DES MOINES,50310.0,,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,2,37.50 ,1.50
INV-202879,02/15/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-202880,2026-03-15,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,1,6.75 ,1.00
INV-202881,2026-03-05,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,5,73.15 ,8.75
INV-202882,2026-06-13,2633,Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,31,375.10 ,11.62
INV-202883,2026-07-12,4829,Casey's General Store #2879,Ankeny,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,2,24.76,1.50
INV-202884,07/28/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,1,12.38 ,0.75
INV-202885,2026-04-26,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99 ,26.99 ,1,26.99 ,0.75
INV-202886,20-Feb-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,3,20.25,3.00
INV-202887,06-Jun-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,6,72.60 ,2.25
INV-202888,03/12/2026,2648,Wilkie Liquors,IOWA CITY,52240.0,,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-202889,2026-07-08,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,1,$26.99,0.75
INV-202890,05/13/2026,2648,Wilkie Liquors,Iowa City,52240.0,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,2,$53.98,1.50
INV-202891,2026-06-01,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,7,86.66 ,5.25
INV-202892,2026-03-13,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,5,60.50,1.88
INV-202893,04/04/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,1,$26.99,0.75
INV-202894,2026-04-29,5102,Corner Tap & Bottle ,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,12,$148.56,9.00
INV-202895,07-Jul-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,2,$24.20,0.75
INV-202896,2026-04-29,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,2,37.50,1.50
INV-202897,05/04/2026,3385,SAM'S CLUB 8162,DAVENPORT,52807.0,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,1,6.75 ,1.00
INV-202898,2026-04-15,2190,"Central City Liquor, Inc.",DES MOINES,50310,,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,4,53.96,7.00
INV-202899,04/12/2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,13,487.37 ,9.75
INV-202900,05/30/2026,2501,  Hy-Vee #3 / BDI / Des Moines,Des Moines,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,2,$29.26,3.50
INV-202901,2026-04-15,2190,"  Central City Liquor, Inc.",Des Moines,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,2,26.98 ,3.50
INV-202902,2026-06-26,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,6,72.60,2.25
INV-202903,02/15/2026,2648,Wilkie Liquors,IOWA CITY,52240,,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,3,80.97,2.25
INV-202904,2026-04-11,5102,Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,3,80.97,2.25
INV-202905,02/15/2026,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,6,40.50,6.00
INV-202906,18-Jul-2026,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,2,24.20,0.75
INV-202907,03/27/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-202908,2026-05-13,5102,Corner Tap & Bottle,AMES,50010,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,5,187.45,3.75
INV-202909,09-Apr-2026,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-202910,31-Jan-2026,2190,"Central City Liquor, Inc.",Des Moines,50310.0,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-202911,03/22/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,1,$13.49,1.75
INV-202912,2026-05-28,3385,Sam's Club 8162,DAVENPORT,52807,,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,10,146.30,17.50
INV-202913,2026-05-02,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-202914,06/06/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-202915,04/06/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-202916,03/26/2026,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,15,185.70,11.25
INV-202917,2026-03-22,2648,Wilkie Liquors,IOWA CITY,52240.0,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-202918,14-Jun-2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,44,544.72 ,33.00
INV-202919,2026-05-13,2648,Wilkie Liquors,IOWA CITY,52240.0,JOHNSON,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,N/A,$12.10,1,$12.10,0.38
